receipt_date,item_code,material_name,received_quantity,unit,supplier_name
2026-03-19,RM-052,"Dried Red Chili Flakes",41,kg,"Approved Industrial Supplier"
2026-03-30,RM-052,"Dried Red Chili Flakes",42,kg,"Approved Industrial Supplier"
2026-04-10,RM-052,"Dried Red Chili Flakes",42,kg,"Approved Industrial Supplier"
2026-04-21,RM-052,"Dried Red Chili Flakes",38,kg,"Approved Industrial Supplier"
2026-05-02,RM-052,"Dried Red Chili Flakes",43,kg,"Approved Industrial Supplier"
2026-05-13,RM-052,"Dried Red Chili Flakes",38,kg,"Approved Industrial Supplier"
2026-05-24,RM-052,"Dried Red Chili Flakes",44,kg,"Approved Industrial Supplier"
2026-06-04,RM-052,"Dried Red Chili Flakes",42,kg,"Approved Industrial Supplier"
2026-06-15,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-06-26,RM-052,"Dried Red Chili Flakes",40,kg,"Approved Industrial Supplier"
2026-07-07,RM-052,"Dried Red Chili Flakes",37,kg,"Approved Industrial Supplier"
2026-07-18,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-07-29,RM-052,"Dried Red Chili Flakes",39,kg,"Approved Industrial Supplier"
2026-08-09,RM-052,"Dried Red Chili Flakes",37,kg,"Approved Industrial Supplier"
2026-08-20,RM-052,"Dried Red Chili Flakes",43,kg,"Approved Industrial Supplier"
2026-08-31,RM-052,"Dried Red Chili Flakes",38,kg,"Approved Industrial Supplier"
2026-01-01,RM-053,"Garlic Powder",61,kg,"Approved Industrial Supplier"
2026-01-13,RM-053,"Garlic Powder",59,kg,"Approved Industrial Supplier"
2026-01-25,RM-053,"Garlic Powder",62,kg,"Approved Industrial Supplier"
2026-02-06,RM-053,"Garlic Powder",56,kg,"Approved Industrial Supplier"
2026-02-18,RM-053,"Garlic Powder",61,kg,"Approved Industrial Supplier"
2026-03-02,RM-053,"Garlic Powder",60,kg,"Approved Industrial Supplier"
2026-03-14,RM-053,"Garlic Powder",62,kg,"Approved Industrial Supplier"
2026-03-26,RM-053,"Garlic Powder",59,kg,"Approved Industrial Supplier"
2026-04-07,RM-053,"Garlic Powder",63,kg,"Approved Industrial Supplier"
2026-04-19,RM-053,"Garlic Powder",56,kg,"Approved Industrial Supplier"
2026-05-01,RM-053,"Garlic Powder",65,kg,"Approved Industrial Supplier"
2026-05-13,RM-053,"Garlic Powder",58,kg,"Approved Industrial Supplier"
2026-05-25,RM-053,"Garlic Powder",58,kg,"Approved Industrial Supplier"
2026-06-06,RM-053,"Garlic Powder",62,kg,"Approved Industrial Supplier"
2026-06-18,RM-053,"Garlic Powder",59,kg,"Approved Industrial Supplier"
2026-06-30,RM-053,"Garlic Powder",61,kg,"Approved Industrial Supplier"
2026-07-12,RM-053,"Garlic Powder",59,kg,"Approved Industrial Supplier"
2026-07-24,RM-053,"Garlic Powder",64,kg,"Approved Industrial Supplier"
2026-08-05,RM-053,"Garlic Powder",57,kg,"Approved Industrial Supplier"
2026-08-17,RM-053,"Garlic Powder",60,kg,"Approved Industrial Supplier"
2026-08-29,RM-053,"Garlic Powder",59,kg,"Approved Industrial Supplier"
2026-01-01,RM-054,"Ground Black Pepper",51,kg,"Approved Industrial Supplier"
2026-01-14,RM-054,"Ground Black Pepper",53,kg,"Approved Industrial Supplier"
2026-01-27,RM-054,"Ground Black Pepper",52,kg,"Approved Industrial Supplier"
2026-02-09,RM-054,"Ground Black Pepper",52,kg,"Approved Industrial Supplier"
2026-02-22,RM-054,"Ground Black Pepper",48,kg,"Approved Industrial Supplier"
2026-03-07,RM-054,"Ground Black Pepper",46,kg,"Approved Industrial Supplier"
2026-03-20,RM-054,"Ground Black Pepper",53,kg,"Approved Industrial Supplier"
2026-04-02,RM-054,"Ground Black Pepper",54,kg,"Approved Industrial Supplier"
2026-04-15,RM-054,"Ground Black Pepper",54,kg,"Approved Industrial Supplier"
2026-04-28,RM-054,"Ground Black Pepper",53,kg,"Approved Industrial Supplier"
2026-05-11,RM-054,"Ground Black Pepper",50,kg,"Approved Industrial Supplier"
2026-05-24,RM-054,"Ground Black Pepper",50,kg,"Approved Industrial Supplier"
2026-06-06,RM-054,"Ground Black Pepper",49,kg,"Approved Industrial Supplier"
2026-06-19,RM-054,"Ground Black Pepper",53,kg,"Approved Industrial Supplier"
2026-07-02,RM-054,"Ground Black Pepper",49,kg,"Approved Industrial Supplier"
2026-07-15,RM-054,"Ground Black Pepper",54,kg,"Approved Industrial Supplier"
2026-07-28,RM-054,"Ground Black Pepper",54,kg,"Approved Industrial Supplier"
2026-08-10,RM-054,"Ground Black Pepper",51,kg,"Approved Industrial Supplier"
2026-08-23,RM-054,"Ground Black Pepper",53,kg,"Approved Industrial Supplier"
2026-01-01,RM-055,"White Pepper Powder",44,kg,"Approved Industrial Supplier"
2026-01-09,RM-055,"White Pepper Powder",41,kg,"Approved Industrial Supplier"
2026-01-17,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-01-25,RM-055,"White Pepper Powder",42,kg,"Approved Industrial Supplier"
2026-02-02,RM-055,"White Pepper Powder",41,kg,"Approved Industrial Supplier"
2026-02-10,RM-055,"White Pepper Powder",40,kg,"Approved Industrial Supplier"
2026-02-18,RM-055,"White Pepper Powder",39,kg,"Approved Industrial Supplier"
2026-02-26,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-03-06,RM-055,"White Pepper Powder",42,kg,"Approved Industrial Supplier"
2026-03-14,RM-055,"White Pepper Powder",40,kg,"Approved Industrial Supplier"
2026-03-22,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-03-30,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-04-07,RM-055,"White Pepper Powder",44,kg,"Approved Industrial Supplier"
2026-04-15,RM-055,"White Pepper Powder",39,kg,"Approved Industrial Supplier"
2026-04-23,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-05-01,RM-055,"White Pepper Powder",42,kg,"Approved Industrial Supplier"
2026-05-09,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-05-17,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-05-25,RM-055,"White Pepper Powder",44,kg,"Approved Industrial Supplier"
2026-06-02,RM-055,"White Pepper Powder",44,kg,"Approved Industrial Supplier"
2026-06-10,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-06-18,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-06-26,RM-055,"White Pepper Powder",41,kg,"Approved Industrial Supplier"
2026-07-04,RM-055,"White Pepper Powder",42,kg,"Approved Industrial Supplier"
2026-07-12,RM-055,"White Pepper Powder",38,kg,"Approved Industrial Supplier"
2026-07-20,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-07-28,RM-055,"White Pepper Powder",41,kg,"Approved Industrial Supplier"
2026-08-05,RM-055,"White Pepper Powder",40,kg,"Approved Industrial Supplier"
2026-08-13,RM-055,"White Pepper Powder",37,kg,"Approved Industrial Supplier"
2026-08-21,RM-055,"White Pepper Powder",39,kg,"Approved Industrial Supplier"
2026-08-29,RM-055,"White Pepper Powder",42,kg,"Approved Industrial Supplier"
2026-01-01,RM-056,"Whole Black Peppercorns",58,kg,"Approved Industrial Supplier"
2026-01-10,RM-056,"Whole Black Peppercorns",62,kg,"Approved Industrial Supplier"
2026-01-19,RM-056,"Whole Black Peppercorns",56,kg,"Approved Industrial Supplier"
2026-01-28,RM-056,"Whole Black Peppercorns",56,kg,"Approved Industrial Supplier"
2026-02-06,RM-056,"Whole Black Peppercorns",61,kg,"Approved Industrial Supplier"
2026-02-15,RM-056,"Whole Black Peppercorns",57,kg,"Approved Industrial Supplier"
2026-02-24,RM-056,"Whole Black Peppercorns",61,kg,"Approved Industrial Supplier"
2026-03-05,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-03-14,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-03-23,RM-056,"Whole Black Peppercorns",61,kg,"Approved Industrial Supplier"
2026-04-01,RM-056,"Whole Black Peppercorns",59,kg,"Approved Industrial Supplier"
2026-04-10,RM-056,"Whole Black Peppercorns",63,kg,"Approved Industrial Supplier"
2026-04-19,RM-056,"Whole Black Peppercorns",56,kg,"Approved Industrial Supplier"
2026-04-28,RM-056,"Whole Black Peppercorns",58,kg,"Approved Industrial Supplier"
2026-05-07,RM-056,"Whole Black Peppercorns",56,kg,"Approved Industrial Supplier"
2026-05-16,RM-056,"Whole Black Peppercorns",64,kg,"Approved Industrial Supplier"
2026-05-25,RM-056,"Whole Black Peppercorns",60,kg,"Approved Industrial Supplier"
2026-06-03,RM-056,"Whole Black Peppercorns",60,kg,"Approved Industrial Supplier"
2026-06-12,RM-056,"Whole Black Peppercorns",60,kg,"Approved Industrial Supplier"
2026-06-21,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-06-30,RM-056,"Whole Black Peppercorns",57,kg,"Approved Industrial Supplier"
2026-07-09,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-07-18,RM-056,"Whole Black Peppercorns",58,kg,"Approved Industrial Supplier"
2026-07-27,RM-056,"Whole Black Peppercorns",60,kg,"Approved Industrial Supplier"
2026-08-05,RM-056,"Whole Black Peppercorns",62,kg,"Approved Industrial Supplier"
2026-08-14,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-08-23,RM-056,"Whole Black Peppercorns",60,kg,"Approved Industrial Supplier"
2026-09-01,RM-056,"Whole Black Peppercorns",65,kg,"Approved Industrial Supplier"
2026-01-01,RM-057,"Muscovado Brown Sugar",227,kg,"Approved Industrial Supplier"
2026-01-11,RM-057,"Muscovado Brown Sugar",229,kg,"Approved Industrial Supplier"
2026-01-21,RM-057,"Muscovado Brown Sugar",238,kg,"Approved Industrial Supplier"
2026-01-31,RM-057,"Muscovado Brown Sugar",247,kg,"Approved Industrial Supplier"
2026-02-10,RM-057,"Muscovado Brown Sugar",259,kg,"Approved Industrial Supplier"
2026-02-20,RM-057,"Muscovado Brown Sugar",225,kg,"Approved Industrial Supplier"
2026-03-02,RM-057,"Muscovado Brown Sugar",247,kg,"Approved Industrial Supplier"
2026-03-12,RM-057,"Muscovado Brown Sugar",231,kg,"Approved Industrial Supplier"
2026-03-22,RM-057,"Muscovado Brown Sugar",264,kg,"Approved Industrial Supplier"
2026-04-01,RM-057,"Muscovado Brown Sugar",242,kg,"Approved Industrial Supplier"
2026-04-11,RM-057,"Muscovado Brown Sugar",259,kg,"Approved Industrial Supplier"
2026-04-21,RM-057,"Muscovado Brown Sugar",261,kg,"Approved Industrial Supplier"
2026-05-01,RM-057,"Muscovado Brown Sugar",260,kg,"Approved Industrial Supplier"
2026-05-11,RM-057,"Muscovado Brown Sugar",241,kg,"Approved Industrial Supplier"
2026-05-21,RM-057,"Muscovado Brown Sugar",259,kg,"Approved Industrial Supplier"
2026-05-31,RM-057,"Muscovado Brown Sugar",250,kg,"Approved Industrial Supplier"
2026-06-10,RM-057,"Muscovado Brown Sugar",241,kg,"Approved Industrial Supplier"
2026-06-20,RM-057,"Muscovado Brown Sugar",237,kg,"Approved Industrial Supplier"
2026-06-30,RM-057,"Muscovado Brown Sugar",252,kg,"Approved Industrial Supplier"
2026-07-10,RM-057,"Muscovado Brown Sugar",249,kg,"Approved Industrial Supplier"
2026-07-20,RM-057,"Muscovado Brown Sugar",259,kg,"Approved Industrial Supplier"
2026-07-30,RM-057,"Muscovado Brown Sugar",241,kg,"Approved Industrial Supplier"
2026-08-09,RM-057,"Muscovado Brown Sugar",254,kg,"Approved Industrial Supplier"
2026-08-19,RM-057,"Muscovado Brown Sugar",221,kg,"Approved Industrial Supplier"
2026-08-29,RM-057,"Muscovado Brown Sugar",245,kg,"Approved Industrial Supplier"
2026-01-01,RM-058,"Panutsa Cane Sugar",190,kg,"Approved Industrial Supplier"
2026-01-12,RM-058,"Panutsa Cane Sugar",181,kg,"Approved Industrial Supplier"
2026-01-23,RM-058,"Panutsa Cane Sugar",195,kg,"Approved Industrial Supplier"
2026-02-03,RM-058,"Panutsa Cane Sugar",181,kg,"Approved Industrial Supplier"
2026-02-14,RM-058,"Panutsa Cane Sugar",179,kg,"Approved Industrial Supplier"
2026-02-25,RM-058,"Panutsa Cane Sugar",185,kg,"Approved Industrial Supplier"
2026-03-08,RM-058,"Panutsa Cane Sugar",185,kg,"Approved Industrial Supplier"
2026-03-19,RM-058,"Panutsa Cane Sugar",195,kg,"Approved Industrial Supplier"
2026-03-30,RM-058,"Panutsa Cane Sugar",196,kg,"Approved Industrial Supplier"
2026-04-10,RM-058,"Panutsa Cane Sugar",196,kg,"Approved Industrial Supplier"
2026-04-21,RM-058,"Panutsa Cane Sugar",201,kg,"Approved Industrial Supplier"
2026-05-02,RM-058,"Panutsa Cane Sugar",191,kg,"Approved Industrial Supplier"
2026-05-13,RM-058,"Panutsa Cane Sugar",182,kg,"Approved Industrial Supplier"
2026-05-24,RM-058,"Panutsa Cane Sugar",204,kg,"Approved Industrial Supplier"
2026-06-04,RM-058,"Panutsa Cane Sugar",184,kg,"Approved Industrial Supplier"
2026-06-15,RM-058,"Panutsa Cane Sugar",199,kg,"Approved Industrial Supplier"
2026-06-26,RM-058,"Panutsa Cane Sugar",196,kg,"Approved Industrial Supplier"
2026-07-07,RM-058,"Panutsa Cane Sugar",178,kg,"Approved Industrial Supplier"
2026-07-18,RM-058,"Panutsa Cane Sugar",183,kg,"Approved Industrial Supplier"
2026-07-29,RM-058,"Panutsa Cane Sugar",192,kg,"Approved Industrial Supplier"
2026-08-09,RM-058,"Panutsa Cane Sugar",190,kg,"Approved Industrial Supplier"
2026-08-20,RM-058,"Panutsa Cane Sugar",178,kg,"Approved Industrial Supplier"
2026-08-31,RM-058,"Panutsa Cane Sugar",204,kg,"Approved Industrial Supplier"
2026-01-01,RM-059,"Refined White Sugar",442,kg,"Approved Industrial Supplier"
2026-01-13,RM-059,"Refined White Sugar",453,kg,"Approved Industrial Supplier"
2026-01-25,RM-059,"Refined White Sugar",518,kg,"Approved Industrial Supplier"
2026-02-06,RM-059,"Refined White Sugar",467,kg,"Approved Industrial Supplier"
2026-02-18,RM-059,"Refined White Sugar",455,kg,"Approved Industrial Supplier"
2026-03-02,RM-059,"Refined White Sugar",484,kg,"Approved Industrial Supplier"
2026-03-14,RM-059,"Refined White Sugar",511,kg,"Approved Industrial Supplier"
2026-03-26,RM-059,"Refined White Sugar",451,kg,"Approved Industrial Supplier"
2026-04-07,RM-059,"Refined White Sugar",453,kg,"Approved Industrial Supplier"
2026-04-19,RM-059,"Refined White Sugar",495,kg,"Approved Industrial Supplier"
2026-05-01,RM-059,"Refined White Sugar",523,kg,"Approved Industrial Supplier"
2026-05-13,RM-059,"Refined White Sugar",518,kg,"Approved Industrial Supplier"
2026-05-25,RM-059,"Refined White Sugar",526,kg,"Approved Industrial Supplier"
2026-06-06,RM-059,"Refined White Sugar",498,kg,"Approved Industrial Supplier"
2026-06-18,RM-059,"Refined White Sugar",481,kg,"Approved Industrial Supplier"
2026-06-30,RM-059,"Refined White Sugar",524,kg,"Approved Industrial Supplier"
2026-07-12,RM-059,"Refined White Sugar",507,kg,"Approved Industrial Supplier"
2026-07-24,RM-059,"Refined White Sugar",504,kg,"Approved Industrial Supplier"
2026-08-05,RM-059,"Refined White Sugar",486,kg,"Approved Industrial Supplier"
2026-08-17,RM-059,"Refined White Sugar",528,kg,"Approved Industrial Supplier"
2026-08-29,RM-059,"Refined White Sugar",467,kg,"Approved Industrial Supplier"
