usage_date,item_code,material_name,consumed_quantity,unit,activity_type,finished_product_name,recorded_by,notes
2026-06-05,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.23,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1310)"
2026-06-06,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.31,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1312)"
2026-06-07,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.21,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1314)"
2026-06-08,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.07,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1316)"
2026-06-09,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.81,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1318)"
2026-06-10,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.08,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1320)"
2026-06-11,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.96,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1322)"
2026-06-12,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.1,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1324)"
2026-06-13,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.46,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1326)"
2026-06-14,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.25,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1328)"
2026-06-15,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.97,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1330)"
2026-06-16,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.9,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1332)"
2026-06-17,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.09,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1334)"
2026-06-18,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.85,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1336)"
2026-06-19,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.23,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1338)"
2026-06-20,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.4,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1340)"
2026-06-21,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.2,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1342)"
2026-06-22,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.07,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1344)"
2026-06-23,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.84,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1346)"
2026-06-24,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.04,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1348)"
2026-06-25,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.97,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1350)"
2026-06-26,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.14,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1352)"
2026-06-27,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.35,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1354)"
2026-06-28,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.33,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1356)"
2026-06-29,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.98,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1358)"
2026-06-30,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.85,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1360)"
2026-07-01,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.02,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1362)"
2026-07-02,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.77,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1364)"
2026-07-03,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.08,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1366)"
2026-07-04,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.27,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1368)"
2026-07-05,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.04,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1370)"
2026-07-06,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.94,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1372)"
2026-07-07,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.8,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1374)"
2026-07-08,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.92,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1376)"
2026-07-09,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.85,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1378)"
2026-07-10,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.08,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1380)"
2026-07-11,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.21,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1382)"
2026-07-12,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1384)"
2026-07-13,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.91,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1386)"
2026-07-14,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.74,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1388)"
2026-07-15,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.03,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1390)"
2026-07-16,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.79,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1392)"
2026-07-17,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.04,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1394)"
2026-07-18,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.32,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1396)"
2026-07-19,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.1,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1398)"
2026-07-20,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.9,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1400)"
2026-07-21,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.82,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1402)"
2026-07-22,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.93,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1404)"
2026-07-23,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.81,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1406)"
2026-07-24,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.12,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1408)"
2026-07-25,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1410)"
2026-07-26,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1412)"
2026-07-27,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.94,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1414)"
2026-07-28,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.72,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1416)"
2026-07-29,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.01,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1418)"
2026-07-30,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.83,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1420)"
2026-07-31,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.02,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1422)"
2026-08-01,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.36,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1424)"
2026-08-02,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.21,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1426)"
2026-08-03,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.93,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1428)"
2026-08-04,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.88,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1430)"
2026-08-05,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.04,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1432)"
2026-08-06,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.83,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1434)"
2026-08-07,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.22,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1436)"
2026-08-08,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.31,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1438)"
2026-08-09,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1440)"
2026-08-10,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.03,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1442)"
2026-08-11,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.79,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1444)"
2026-08-12,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.04,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1446)"
2026-08-13,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.91,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1448)"
2026-08-14,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.1,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1450)"
2026-08-15,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.34,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1452)"
2026-08-16,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.31,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1454)"
2026-08-17,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.92,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1456)"
2026-08-18,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.86,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1458)"
2026-08-19,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.08,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1460)"
2026-08-20,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.8,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1462)"
2026-08-21,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.21,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1464)"
2026-08-22,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.32,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1466)"
2026-08-23,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1468)"
2026-08-24,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.02,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1470)"
2026-08-25,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.83,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1472)"
2026-08-26,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.01,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1474)"
2026-08-27,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.91,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1476)"
2026-08-28,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.14,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1478)"
2026-08-29,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.24,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1480)"
2026-08-30,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.3,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1482)"
2026-08-31,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.94,kg,Production Issue,"Shing-a-ling","Admin","Batch production of Shing-a-ling (#1484)"
2026-09-01,RM-001,"Food Grade Sunset Yellow / Orange Dye",0.86,kg,Production Issue,"Shing-a-ling","Elena Rostova (Lead Baker)","Batch production of Shing-a-ling (#1486)"
2026-09-02,RM-001,"Food Grade Sunset Yellow / Orange Dye",1.16,kg,Production Issue,"Shing-a-ling","Marcus Vance (Shift Mgr)","Batch production of Shing-a-ling (#1488)"
2026-01-01,RM-002,"Baking Powder",3.39,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1001)"
2026-01-02,RM-002,"Baking Powder",4.57,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1003)"
2026-01-03,RM-002,"Baking Powder",4.34,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1005)"
2026-01-04,RM-002,"Baking Powder",5.68,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1007)"
2026-01-05,RM-002,"Baking Powder",3.12,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1009)"
2026-01-06,RM-002,"Baking Powder",3.45,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1011)"
2026-01-07,RM-002,"Baking Powder",4.03,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1013)"
2026-01-08,RM-002,"Baking Powder",2.98,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1015)"
2026-01-09,RM-002,"Baking Powder",4.78,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1017)"
2026-01-10,RM-002,"Baking Powder",4.56,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1019)"
2026-01-11,RM-002,"Baking Powder",5.03,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1021)"
2026-01-12,RM-002,"Baking Powder",3.37,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1023)"
2026-01-13,RM-002,"Baking Powder",3.56,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1025)"
2026-01-14,RM-002,"Baking Powder",3.63,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1027)"
2026-01-15,RM-002,"Baking Powder",3.34,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1029)"
2026-01-16,RM-002,"Baking Powder",4.75,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1031)"
2026-01-17,RM-002,"Baking Powder",4.04,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1033)"
2026-01-18,RM-002,"Baking Powder",5.53,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1035)"
2026-01-19,RM-002,"Baking Powder",3.23,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1037)"
2026-01-20,RM-002,"Baking Powder",3.33,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1039)"
2026-01-21,RM-002,"Baking Powder",4.04,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1041)"
2026-01-22,RM-002,"Baking Powder",3.1,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1043)"
2026-01-23,RM-002,"Baking Powder",4.59,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1045)"
2026-01-24,RM-002,"Baking Powder",4.78,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1047)"
2026-01-25,RM-002,"Baking Powder",5.01,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1049)"
2026-01-26,RM-002,"Baking Powder",3.2,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1051)"
2026-01-27,RM-002,"Baking Powder",3.69,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1053)"
2026-01-28,RM-002,"Baking Powder",3.64,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1055)"
2026-01-29,RM-002,"Baking Powder",3.21,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1057)"
2026-01-30,RM-002,"Baking Powder",4.91,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1059)"
2026-01-31,RM-002,"Baking Powder",4.12,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1061)"
2026-02-01,RM-002,"Baking Powder",6.79,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1063)"
2026-02-02,RM-002,"Baking Powder",4.11,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1065)"
2026-02-03,RM-002,"Baking Powder",4.03,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1067)"
2026-02-04,RM-002,"Baking Powder",4.83,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1069)"
2026-02-05,RM-002,"Baking Powder",4,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1071)"
2026-02-06,RM-002,"Baking Powder",5.48,kg,Production Issue,"Apas Bread","Elena Rostova (Lead Baker)","Batch production of Apas Bread (#1073)"
2026-02-07,RM-002,"Baking Powder",5.61,kg,Production Issue,"Apas Bread","Marcus Vance (Shift Mgr)","Batch production of Apas Bread (#1075)"
2026-02-08,RM-002,"Baking Powder",6.6,kg,Production Issue,"Apas Bread","Admin","Batch production of Apas Bread (#1077)"
